,Position,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
contig_21315_3,58,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_21315_3,61,0.0,0.0,1.0,0.0,0.412,0.0,0.588,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
contig_21315_3,64,0.0,0.0,0.0,1.0,0.0,0.632,0.0,0.368,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.384,0.0,0.616
contig_21315_3,68,1.0,0.0,0.0,0.0,0.108,0.0,0.892,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.888,0.0,0.112,0.0
contig_21315_3,69,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.064,0.0,0.936,0.0
contig_21315_3,70,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
contig_21315_3,73,0.0,0.0,1.0,0.0,0.0,0.872,0.128,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
contig_21315_3,79,1.0,0.0,0.0,0.0,0.192,0.0,0.808,0.0,1.0,0.0,0.0,0.0,0.74,0.0,0.26,0.0,1.0,0.0,0.0,0.0,0.068,0.0,0.932,0.0
contig_21315_3,82,0.0,0.0,1.0,0.0,0.016,0.0,0.984,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.988,0.0,0.012,0.0
contig_21315_3,85,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_21315_3,94,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.008,0.0,0.992,0.0
contig_21315_3,97,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
contig_21315_3,100,0.0,1.0,0.0,0.0,0.008,0.992,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.996,0.004,0.0,0.0
contig_21315_3,103,1.0,0.0,0.0,0.0,0.128,0.856,0.016,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.004,0.0,0.996,0.0
contig_21315_3,106,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
contig_21315_3,111,1.0,0.0,0.0,0.0,0.348,0.0,0.652,0.0,1.0,0.0,0.0,0.0,0.984,0.0,0.016,0.0,1.0,0.0,0.0,0.0,0.008,0.0,0.992,0.0
contig_21315_3,112,0.0,0.0,1.0,0.0,0.984,0.0,0.016,0.0,0.0,0.0,1.0,0.0,0.7,0.0,0.3,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
contig_21315_3,115,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
contig_21315_3,118,0.0,0.0,1.0,0.0,0.0,0.044,0.956,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
contig_21315_3,121,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_21315_3,124,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.052,0.948,0.0,0.0
contig_21315_3,127,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
contig_21315_3,133,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_21315_3,135,0.0,1.0,0.0,0.0,0.0,0.992,0.0,0.008,0.0,1.0,0.0,0.0,0.0,0.572,0.0,0.428,0.0,1.0,0.0,0.0,0.0,0.42,0.0,0.58
contig_21315_3,138,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
contig_21315_3,142,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_21315_3,145,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_21315_3,146,0.0,0.0,1.0,0.0,0.004,0.0,0.996,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
contig_21315_3,147,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
contig_21315_3,151,0.0,1.0,0.0,0.0,0.0,0.996,0.0,0.004,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
contig_21315_3,154,0.0,0.0,0.0,1.0,0.0,0.676,0.0,0.324,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.964,0.0,0.036
contig_21315_3,157,0.0,1.0,0.0,0.0,0.708,0.292,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_21315_3,160,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
contig_21315_3,172,0.0,0.0,1.0,0.0,0.004,0.0,0.996,0.0,0.0,0.0,1.0,0.0,0.132,0.0,0.868,0.0,0.0,0.0,1.0,0.0,0.872,0.0,0.128,0.0
contig_21315_3,178,0.0,0.0,1.0,0.0,0.02,0.0,0.98,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
contig_21315_3,184,1.0,0.0,0.0,0.0,0.688,0.0,0.304,0.008,1.0,0.0,0.0,0.0,0.98,0.0,0.02,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_21315_3,187,1.0,0.0,0.0,0.0,0.66,0.0,0.34,0.0,1.0,0.0,0.0,0.0,0.708,0.0,0.292,0.0,1.0,0.0,0.0,0.0,0.128,0.0,0.872,0.0
contig_21315_3,190,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_21315_3,202,0.0,0.0,1.0,0.0,0.924,0.0,0.076,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.276,0.004,0.72,0.0
contig_21315_3,226,0.0,0.0,0.0,1.0,0.0,0.036,0.0,0.964,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.98,0.0,0.02
contig_21315_3,238,0.0,0.0,1.0,0.0,0.904,0.096,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.9,0.0,0.0
contig_21315_3,241,0.0,0.0,1.0,0.0,0.452,0.0,0.548,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.552,0.0,0.448,0.0
contig_21315_3,256,0.0,0.0,0.0,1.0,0.036,0.0,0.028,0.936,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.004,0.0,0.976,0.02
contig_21315_3,265,0.0,0.0,1.0,0.0,0.008,0.0,0.992,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.996,0.0,0.004,0.0
contig_21315_3,268,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_21315_3,283,0.0,0.0,1.0,0.0,0.004,0.0,0.996,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.012,0.0,0.988,0.0
contig_21315_3,286,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.992,0.0,0.008,0.0,0.0,0.0,1.0,0.0,0.008,0.0,0.992,0.0
contig_21315_3,292,0.0,0.0,0.0,1.0,0.0,0.412,0.004,0.584,0.0,0.0,0.0,1.0,0.0,0.968,0.0,0.032,0.0,0.0,0.0,1.0,0.004,0.184,0.372,0.44
contig_21315_3,328,0.0,1.0,0.0,0.0,0.0,0.024,0.0,0.976,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.968,0.004,0.028
contig_21237_13,52,1.0,0.0,0.0,0.0,0.384,0.616,0.0,0.0,1.0,0.0,0.0,0.0,0.948,0.048,0.0,0.004,1.0,0.0,0.0,0.0,0.456,0.524,0.012,0.008
contig_21237_13,55,0.0,1.0,0.0,0.0,0.004,0.184,0.0,0.812,0.0,1.0,0.0,0.0,0.008,0.944,0.012,0.036,0.0,1.0,0.0,0.0,0.004,0.528,0.012,0.456
contig_21237_13,59,0.0,0.0,0.0,1.0,0.004,0.704,0.0,0.292,0.0,1.0,0.0,0.0,0.012,0.004,0.008,0.976,0.0,1.0,0.0,0.0,0.036,0.812,0.024,0.128
contig_21237_13,60,0.0,1.0,0.0,0.0,0.652,0.308,0.02,0.02,1.0,0.0,0.0,0.0,0.008,0.984,0.008,0.0,1.0,0.0,0.0,0.0,0.812,0.116,0.036,0.036
contig_21237_13,61,0.0,0.0,0.0,1.0,0.604,0.008,0.012,0.376,1.0,0.0,0.0,0.0,0.028,0.016,0.004,0.952,1.0,0.0,0.0,0.0,0.868,0.02,0.024,0.088
contig_21237_13,70,0.0,1.0,0.0,0.0,0.008,0.18,0.004,0.808,0.0,0.0,0.0,1.0,0.004,0.936,0.004,0.056,0.0,0.0,0.0,1.0,0.032,0.16,0.04,0.768
contig_21237_13,71,1.0,0.0,0.0,0.0,0.18,0.8,0.004,0.016,0.0,1.0,0.0,0.0,0.916,0.08,0.004,0.0,0.0,1.0,0.0,0.0,0.148,0.752,0.044,0.056
contig_21237_13,76,1.0,0.0,0.0,0.0,0.2,0.008,0.792,0.0,0.0,0.0,1.0,0.0,0.916,0.0,0.08,0.004,0.0,0.0,1.0,0.0,0.3,0.028,0.628,0.044
contig_21237_13,78,0.0,1.0,0.0,0.0,0.02,0.256,0.704,0.02,0.0,0.0,1.0,0.0,0.0,0.908,0.088,0.004,0.0,0.0,1.0,0.0,0.048,0.332,0.6,0.02
contig_21237_13,159,1.0,0.0,0.0,0.0,0.336,0.008,0.644,0.012,0.0,0.0,1.0,0.0,0.052,0.004,0.016,0.928,0.0,0.0,1.0,0.0,0.36,0.024,0.552,0.064
contig_21237_13,169,0.0,0.0,1.0,0.0,0.468,0.328,0.188,0.016,1.0,0.0,0.0,0.0,0.024,0.032,0.032,0.912,1.0,0.0,0.0,0.0,0.32,0.468,0.124,0.088
contig_21237_13,201,0.0,1.0,0.0,0.0,0.0,0.032,0.004,0.964,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.012,0.028,0.012,0.948
contig_21237_13,204,0.0,0.0,0.0,1.0,0.0,0.972,0.008,0.02,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.976,0.004,0.02
contig_21237_13,205,0.0,0.0,0.0,1.0,0.004,0.98,0.004,0.012,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.004,0.96,0.0,0.036
contig_21237_13,207,0.0,0.0,1.0,0.0,0.0,0.0,0.016,0.984,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.008,0.0,0.016,0.976
contig_21237_13,234,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.004,0.976,0.008,0.012,0.0,1.0,0.0,0.0,0.004,0.664,0.244,0.088
contig_21237_13,243,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.008,0.004,0.988,0.0,0.0,0.0,1.0,0.004,0.104,0.02,0.872
contig_21237_13,246,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.944,0.0,0.056,0.0,0.0,0.0,1.0,0.008,0.008,0.0,0.984
contig_21237_13,252,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.004,0.0,0.208,0.788,0.0,0.0,0.0,1.0,0.0,0.0,0.004,0.996
contig_21237_13,255,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.984,0.0,0.016,0.0,0.0,0.0,1.0,0.0,0.012,0.0,0.988,0.0
contig_21237_13,264,0.0,0.0,0.0,1.0,0.004,0.428,0.0,0.568,0.0,1.0,0.0,0.0,0.004,0.824,0.012,0.16,0.0,1.0,0.0,0.0,0.004,0.496,0.004,0.496
contig_21237_13,267,0.0,1.0,0.0,0.0,0.012,0.94,0.004,0.044,0.0,1.0,0.0,0.0,0.0,0.004,0.0,0.996,0.0,1.0,0.0,0.0,0.032,0.812,0.024,0.132
contig_21237_13,278,1.0,0.0,0.0,0.0,0.356,0.0,0.644,0.0,0.0,0.0,1.0,0.0,0.88,0.0,0.12,0.0,0.0,0.0,1.0,0.0,0.204,0.008,0.776,0.012
contig_21237_13,287,0.0,0.0,0.0,1.0,0.536,0.0,0.0,0.464,1.0,0.0,0.0,0.0,0.936,0.0,0.004,0.06,1.0,0.0,0.0,0.0,0.812,0.004,0.012,0.172
contig_21237_13,301,0.0,1.0,0.0,0.0,0.004,0.988,0.0,0.008,0.0,1.0,0.0,0.0,0.996,0.0,0.004,0.0,0.0,1.0,0.0,0.0,0.072,0.888,0.012,0.028
contig_21237_13,318,0.0,0.0,1.0,0.0,0.144,0.008,0.848,0.0,1.0,0.0,0.0,0.0,0.004,0.0,0.996,0.0,1.0,0.0,0.0,0.0,0.644,0.016,0.34,0.0
contig_21237_13,320,0.0,0.0,1.0,0.0,0.004,0.048,0.948,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.12,0.556,0.288,0.036
contig_21237_13,321,0.0,1.0,0.0,0.0,0.092,0.872,0.0,0.036,1.0,0.0,0.0,0.0,0.0,0.996,0.004,0.0,1.0,0.0,0.0,0.0,0.348,0.376,0.008,0.268
contig_21237_13,327,0.0,0.0,0.0,1.0,0.196,0.0,0.004,0.8,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.796,0.004,0.024,0.176
contig_21237_13,351,0.0,0.0,1.0,0.0,0.004,0.0,0.992,0.004,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.008,0.2,0.768,0.024
contig_21237_13,361,0.0,1.0,0.0,0.0,0.004,0.732,0.008,0.256,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.468,0.3,0.232
contig_21237_13,366,0.0,0.0,1.0,0.0,0.012,0.0,0.984,0.004,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.016,0.0,0.976,0.008
contig_21237_13,370,0.0,0.0,0.0,1.0,0.0,0.02,0.0,0.98,0.0,1.0,0.0,0.0,0.0,0.972,0.0,0.028,0.0,1.0,0.0,0.0,0.012,0.788,0.008,0.192
contig_21237_13,378,1.0,0.0,0.0,0.0,0.808,0.136,0.056,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.48,0.228,0.288,0.004
contig_21237_13,381,1.0,0.0,0.0,0.0,0.944,0.044,0.004,0.008,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.892,0.096,0.004,0.008
contig_21237_13,384,0.0,0.0,1.0,0.0,0.008,0.036,0.952,0.004,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.004,0.108,0.884,0.004
contig_21237_13,385,0.0,0.0,1.0,0.0,0.004,0.004,0.964,0.028,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.14,0.008,0.364,0.488
contig_21237_13,393,0.0,1.0,0.0,0.0,0.0,0.424,0.0,0.576,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.176,0.004,0.82
contig_21237_13,398,0.0,1.0,0.0,0.0,0.0,0.972,0.0,0.028,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.004,0.648,0.012,0.336
contig_21237_13,411,0.0,0.0,1.0,0.0,0.004,0.312,0.68,0.004,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.388,0.608,0.004
contig_21237_13,426,0.0,0.0,0.0,1.0,0.0,0.0,0.424,0.576,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.008,0.308,0.684
contig_21237_13,438,0.0,1.0,0.0,0.0,0.02,0.976,0.0,0.004,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.076,0.884,0.0,0.04
contig_21237_13,441,0.0,1.0,0.0,0.0,0.644,0.352,0.0,0.004,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.36,0.632,0.004,0.004
contig_21237_13,465,0.0,0.0,0.0,1.0,0.0,0.528,0.008,0.464,0.0,1.0,0.0,0.0,0.0,0.98,0.0,0.02,0.0,1.0,0.0,0.0,0.008,0.54,0.0,0.452
contig_21237_13,466,1.0,0.0,0.0,0.0,0.012,0.988,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_21237_13,470,0.0,0.0,1.0,0.0,0.456,0.008,0.536,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.492,0.004,0.496,0.008
contig_21237_13,471,0.0,1.0,0.0,0.0,0.004,0.0,0.0,0.996,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.76,0.224,0.0,0.016
contig_21237_13,483,0.0,1.0,0.0,0.0,0.968,0.032,0.0,0.0,0.0,1.0,0.0,0.0,0.012,0.988,0.0,0.0,0.0,1.0,0.0,0.0,0.048,0.936,0.008,0.008
contig_21237_13,486,0.0,1.0,0.0,0.0,0.0,0.024,0.0,0.976,0.0,1.0,0.0,0.0,0.0,0.992,0.0,0.008,0.0,1.0,0.0,0.0,0.004,0.944,0.004,0.048
contig_21237_13,498,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.06,0.94,0.0,0.0,0.0,1.0,0.0,0.0,0.944,0.056,0.0
contig_21237_13,510,0.0,1.0,0.0,0.0,0.344,0.652,0.0,0.004,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.132,0.864,0.0,0.004
contig_21237_13,519,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.244,0.752,0.0,0.004
contig_21237_13,528,0.0,0.0,1.0,0.0,0.0,0.004,0.996,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.008,0.28,0.712,0.0
contig_21237_13,534,1.0,0.0,0.0,0.0,0.264,0.0,0.0,0.736,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.724,0.0,0.004,0.272
contig_21237_13,543,0.0,0.0,1.0,0.0,0.016,0.0,0.984,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.728,0.0,0.268,0.004
contig_21237_13,558,0.0,1.0,0.0,0.0,0.0,0.996,0.0,0.004,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.004,0.516,0.004,0.476
contig_21237_13,576,0.0,1.0,0.0,0.0,0.0,0.988,0.012,0.0,0.0,1.0,0.0,0.0,0.0,0.428,0.0,0.572,0.0,1.0,0.0,0.0,0.0,0.504,0.06,0.436
contig_21237_13,579,0.0,1.0,0.0,0.0,0.0,0.936,0.0,0.064,0.0,1.0,0.0,0.0,0.0,0.632,0.0,0.368,0.0,1.0,0.0,0.0,0.004,0.396,0.004,0.596
contig_21237_13,588,1.0,0.0,0.0,0.0,0.016,0.0,0.284,0.7,1.0,0.0,0.0,0.0,0.672,0.004,0.32,0.004,0.0,0.0,1.0,0.0,0.096,0.0,0.588,0.316
contig_21237_13,589,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.008,0.012,0.976,0.004
contig_21237_13,591,0.0,0.0,1.0,0.0,0.0,0.484,0.516,0.0,0.0,1.0,0.0,0.0,0.988,0.0,0.012,0.0,0.0,1.0,0.0,0.0,0.064,0.484,0.444,0.008
contig_21237_13,594,0.0,0.0,1.0,0.0,0.0,0.0,0.256,0.744,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.012,0.016,0.68,0.292
contig_21237_13,603,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
contig_21237_13,606,0.0,0.0,0.0,1.0,0.0,0.976,0.0,0.024,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.9,0.0,0.0,0.0,1.0,0.008,0.864,0.008,0.12
contig_21237_13,609,0.0,0.992,0.0,0.008,0.0,0.04,0.004,0.956,0.0,0.0,0.0,1.0,0.0,0.008,0.032,0.96,0.0,0.0,0.0,1.0,0.008,0.148,0.196,0.648
contig_21237_13,612,0.0,0.0,1.0,0.0,0.0,0.932,0.068,0.0,0.0,0.0,1.0,0.0,0.0,0.004,0.996,0.0,0.0,0.0,1.0,0.0,0.0,0.704,0.292,0.004
contig_21237_13,615,0.0,0.576,0.424,0.0,0.0,0.564,0.436,0.0,0.0,0.0,1.0,0.0,0.0,0.488,0.512,0.0,0.0,0.0,1.0,0.0,0.0,0.616,0.38,0.004
contig_21237_13,621,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.092,0.0,0.908,0.0,1.0,0.0,0.0,0.004,0.924,0.004,0.068
